card_id,amount,hour,txn_type,merchant_category,txns_last_24h,avg_amount_7d,is_fraud
4123496799040790,2141.48,17,online,grocery,1,1432.48,0
4123496799040790,1916.63,0,atm,grocery,4,1432.48,0
4123496799040790,811.87,8,pos,grocery,1,1432.48,0
4123496799040790,1277.09,5,atm,fuel,4,1432.48,0
4123496799040790,1737.5,22,online,electronics,2,1432.48,0
4123496799040790,331.84,21,online,fuel,4,1432.48,0
4123496799040790,448.2,6,atm,travel,1,1432.48,0
4123496799040790,934.59,1,atm,fuel,3,1432.48,0
4123496799040790,2391.58,15,atm,grocery,2,1432.48,0
4123496799040790,905.55,16,pos,fuel,4,1432.48,0
4123496799040790,2655.88,5,online,travel,4,1432.48,0
4123496799040790,204.23,5,online,grocery,2,1432.48,0
4123496799040790,967.09,12,online,grocery,1,1432.48,0
4025713009577085,1584.61,2,pos,fuel,6,1671.24,0
4025713009577085,427.59,8,online,fuel,4,1671.24,0
4025713009577085,2383.9,7,pos,electronics,4,1671.24,0
4025713009577085,1426.19,16,online,electronics,1,1671.24,0
4025713009577085,1660.79,22,pos,fuel,2,1671.24,0
4025713009577085,2928.83,18,online,electronics,1,1671.24,0
4025713009577085,1176.22,21,online,grocery,2,1671.24,0
4025713009577085,2399.96,8,online,electronics,5,1671.24,0
4025713009577085,1373.31,22,pos,fuel,6,1671.24,0
4025713009577085,4444.08,21,pos,electronics,2,1671.24,0
4025713009577085,2963.15,3,atm,grocery,4,1671.24,0
4025713009577085,2471.56,6,online,electronics,2,1671.24,0
4025713009577085,229.45,5,online,travel,1,1671.24,0
4025713009577085,1614.44,22,pos,travel,2,1671.24,0
4025713009577085,926.96,14,online,travel,2,1671.24,0
4025713009577085,1415.45,3,pos,grocery,2,1671.24,0
4025713009577085,517.55,0,online,fuel,6,1671.24,1
4025713009577085,1889.16,13,atm,travel,1,1671.24,0
4025713009577085,2214.55,9,online,electronics,2,1671.24,0
4025713009577085,3243.51,17,atm,electronics,2,1671.24,0
3951749507962399,1428.73,9,online,fuel,5,1914.96,1
3951749507962399,2903.61,13,online,grocery,4,1914.96,0
3951749507962399,2670.47,3,online,grocery,2,1914.96,0
3951749507962399,4135.15,13,pos,fuel,3,1914.96,0
3951749507962399,2585.24,4,pos,electronics,1,1914.96,0
3951749507962399,2330.49,21,online,fuel,1,1914.96,0
3951749507962399,871.27,0,pos,electronics,2,1914.96,0
3951749507962399,2981.6,5,pos,grocery,3,1914.96,0
3951749507962399,2631.43,18,atm,electronics,2,1914.96,0
3951749507962399,3395.6,17,pos,electronics,3,1914.96,0
3951749507962399,1275.76,4,pos,travel,1,1914.96,0
3951749507962399,2989.19,13,online,fuel,3,1914.96,0
3951749507962399,3774.7,13,online,grocery,4,1914.96,0
3951749507962399,605.29,12,online,travel,1,1914.96,0
3951749507962399,2273.61,2,pos,fuel,5,1914.96,0
3951749507962399,1330.61,6,atm,travel,3,1914.96,0
3951749507962399,1507.6,13,atm,travel,1,1914.96,0
3951749507962399,1300.8,4,online,electronics,5,1914.96,0
3951749507962399,2720.57,10,pos,grocery,3,1914.96,0
3951749507962399,2260.47,11,online,electronics,4,1914.96,0
8712829739100564,332.83,15,atm,grocery,3,515.94,0
8712829739100564,365.21,13,pos,fuel,1,515.94,0
8712829739100564,537.06,7,pos,grocery,2,515.94,0
8712829739100564,273.05,7,online,travel,3,515.94,0
8712829739100564,170.65,19,atm,fuel,3,515.94,0
8712829739100564,419.61,8,pos,travel,3,515.94,0
8712829739100564,365.84,3,online,electronics,5,515.94,1
8712829739100564,799.08,15,atm,electronics,4,515.94,0
8712829739100564,942.38,9,pos,travel,3,515.94,0
8712829739100564,235.67,23,atm,electronics,1,515.94,0
8712829739100564,605.7,6,online,electronics,6,515.94,0
8712829739100564,771.48,22,online,electronics,3,515.94,0
8712829739100564,684.1,8,pos,grocery,2,515.94,0
8712829739100564,236.19,22,online,fuel,3,515.94,0
8712829739100564,1270.23,20,pos,electronics,5,515.94,0
8712829739100564,308.55,14,atm,fuel,4,515.94,0
8712829739100564,597.09,10,online,grocery,3,515.94,0
8712829739100564,715.87,3,atm,grocery,4,515.94,0
8712829739100564,672.98,15,online,travel,3,515.94,0
8712829739100564,542.41,1,pos,electronics,6,515.94,0
6784378062582421,729.69,8,atm,travel,3,1134.6,0
6784378062582421,911.57,6,pos,fuel,1,1134.6,0
6784378062582421,1661.6,17,pos,grocery,3,1134.6,0
6784378062582421,1297.9,16,online,fuel,3,1134.6,0
6784378062582421,1656.38,12,online,electronics,6,1134.6,1
6784378062582421,881.6,7,online,grocery,6,1134.6,0
6784378062582421,243.07,10,online,fuel,5,1134.6,1
6784378062582421,1128.09,14,pos,travel,4,1134.6,0
6784378062582421,290.64,6,online,travel,6,1134.6,1
6784378062582421,349.64,6,online,electronics,3,1134.6,0
6784378062582421,1191.35,17,pos,grocery,4,1134.6,0
6784378062582421,1545.53,16,atm,travel,6,1134.6,0
6784378062582421,924.56,21,atm,electronics,1,1134.6,0
6784378062582421,838.32,22,online,electronics,5,1134.6,0
6784378062582421,346.07,21,atm,fuel,1,1134.6,0
6784378062582421,1816.88,15,pos,fuel,1,1134.6,0
6784378062582421,951.25,12,pos,fuel,2,1134.6,0
6784378062582421,19.55,6,pos,grocery,2,1134.6,0
6784378062582421,1202.39,1,atm,fuel,1,1134.6,0
6784378062582421,1079.88,4,online,travel,2,1134.6,0
9275076822645621,1226.98,15,atm,fuel,3,1478.04,0
9275076822645621,960.83,20,atm,travel,4,1478.04,0
9275076822645621,2963.23,13,pos,travel,1,1478.04,0
9275076822645621,66.88,6,atm,travel,6,1478.04,0
9275076822645621,1820.6,22,atm,fuel,3,1478.04,0
9275076822645621,2266.44,13,online,fuel,1,1478.04,0
9275076822645621,1573.47,20,online,fuel,6,1478.04,1
9275076822645621,660.23,9,atm,electronics,1,1478.04,0
9275076822645621,975.0,6,pos,grocery,6,1478.04,0
9275076822645621,1334.62,2,online,fuel,2,1478.04,0
9275076822645621,1681.74,1,pos,grocery,5,1478.04,0
9275076822645621,1298.23,8,atm,fuel,3,1478.04,0
9275076822645621,357.68,7,pos,electronics,4,1478.04,0
9275076822645621,2621.09,18,atm,travel,1,1478.04,0
9275076822645621,1910.74,0,pos,grocery,4,1478.04,0
9275076822645621,251.17,6,pos,grocery,4,1478.04,0
9275076822645621,1624.87,17,pos,fuel,4,1478.04,0
9275076822645621,1194.09,5,atm,fuel,1,1478.04,0
9275076822645621,1862.99,0,pos,travel,6,1478.04,0
9275076822645621,347.2,19,pos,grocery,3,1478.04,0
9214163011004724,645.51,18,atm,travel,5,541.68,0
9214163011004724,597.21,8,online,grocery,1,541.68,0
9214163011004724,880.2,9,atm,grocery,5,541.68,0
9214163011004724,540.8,14,online,travel,1,541.68,0
9214163011004724,156.07,1,online,fuel,2,541.68,0
9214163011004724,917.51,19,atm,grocery,5,541.68,0
9214163011004724,504.32,19,atm,electronics,2,541.68,0
9214163011004724,593.55,3,pos,grocery,6,541.68,0
9214163011004724,480.07,13,atm,grocery,1,541.68,0
9214163011004724,354.17,18,online,grocery,4,541.68,0
9214163011004724,1132.55,19,atm,fuel,6,541.68,0
9214163011004724,496.75,10,online,electronics,3,541.68,0
9214163011004724,251.68,7,online,grocery,5,541.68,0
9214163011004724,507.23,4,atm,fuel,3,541.68,0
9214163011004724,453.57,10,atm,electronics,1,541.68,0
9214163011004724,374.4,10,online,travel,6,541.68,0
9214163011004724,550.45,12,pos,fuel,1,541.68,0
9214163011004724,139.98,1,atm,electronics,1,541.68,0
9214163011004724,866.95,21,online,fuel,1,541.68,0
9214163011004724,295.24,7,online,fuel,6,541.68,0
7580785915977189,809.98,3,atm,grocery,3,1326.58,0
7580785915977189,2213.51,1,pos,travel,6,1326.58,0
7580785915977189,2146.38,7,online,electronics,1,1326.58,0
7580785915977189,645.49,6,atm,fuel,4,1326.58,0
7580785915977189,1717.21,14,online,fuel,2,1326.58,0
7580785915977189,1156.29,12,atm,electronics,1,1326.58,0
7580785915977189,1992.26,8,online,fuel,5,1326.58,0
7580785915977189,1573.78,3,pos,travel,3,1326.58,0
7580785915977189,1393.78,21,online,travel,6,1326.58,0
7580785915977189,2106.53,16,pos,grocery,4,1326.58,0
7580785915977189,1688.27,15,atm,electronics,5,1326.58,0
7580785915977189,1973.6,3,pos,travel,4,1326.58,0
7580785915977189,1756.22,4,atm,grocery,6,1326.58,0
7580785915977189,1198.8,20,atm,electronics,4,1326.58,0
7580785915977189,985.79,3,pos,travel,1,1326.58,0
7580785915977189,1662.94,14,pos,travel,2,1326.58,0
7580785915977189,999.58,8,atm,electronics,2,1326.58,0
7580785915977189,939.41,1,pos,grocery,3,1326.58,0
7580785915977189,928.21,23,atm,fuel,3,1326.58,0
7580785915977189,1159.03,13,online,fuel,2,1326.58,0
6021555080275101,163.26,15,pos,grocery,2,301.06,0
6021555080275101,542.24,2,pos,fuel,4,301.06,0
6021555080275101,355.13,19,pos,travel,5,301.06,0
6021555080275101,94.36,10,online,fuel,2,301.06,0
6021555080275101,326.18,4,online,travel,3,301.06,0
6021555080275101,551.04,6,pos,fuel,1,301.06,0
6021555080275101,261.44,22,online,electronics,6,301.06,0
6021555080275101,431.47,5,atm,electronics,2,301.06,0
6021555080275101,107.12,11,atm,travel,1,301.06,0
6021555080275101,316.62,16,atm,electronics,1,301.06,0
6021555080275101,309.39,20,online,grocery,6,301.06,0
6021555080275101,385.12,23,atm,fuel,6,301.06,0
6021555080275101,459.75,9,online,electronics,2,301.06,0
6021555080275101,473.6,16,pos,electronics,2,301.06,0
6021555080275101,318.92,23,online,grocery,6,301.06,1
6021555080275101,467.53,13,online,travel,6,301.06,0
6021555080275101,191.66,22,atm,fuel,1,301.06,0
6021555080275101,406.91,10,atm,electronics,5,301.06,0
6021555080275101,298.88,20,pos,electronics,3,301.06,0
6021555080275101,249.02,14,atm,fuel,4,301.06,0
8614384247398249,937.76,15,atm,fuel,3,914.95,0
8614384247398249,1315.19,3,atm,grocery,6,914.95,0
8614384247398249,1449.36,12,atm,electronics,2,914.95,0
8614384247398249,888.16,20,atm,travel,6,914.95,0
8614384247398249,270.99,7,atm,electronics,4,914.95,0
8614384247398249,1687.59,8,online,fuel,4,914.95,0
8614384247398249,735.13,12,pos,fuel,3,914.95,0
8614384247398249,991.2,14,atm,fuel,2,914.95,0
8614384247398249,781.2,14,online,grocery,1,914.95,0
8614384247398249,922.84,6,online,grocery,6,914.95,0
8614384247398249,1366.77,15,online,fuel,3,914.95,0
8614384247398249,1176.41,17,atm,travel,6,914.95,0
8614384247398249,1186.63,19,online,grocery,4,914.95,0
8614384247398249,64.73,10,online,travel,6,914.95,0
8614384247398249,826.81,4,pos,fuel,5,914.95,0
8614384247398249,904.05,14,atm,grocery,1,914.95,0
8614384247398249,1004.41,17,pos,travel,2,914.95,0
8614384247398249,415.07,11,atm,electronics,2,914.95,0
8614384247398249,1571.93,7,online,grocery,3,914.95,0
8614384247398249,1990.95,8,pos,travel,3,914.95,0
9803602446372666,837.69,12,atm,fuel,1,388.9,0
9803602446372666,77.85,11,atm,travel,4,388.9,0
9803602446372666,438.35,3,atm,fuel,5,388.9,0
9803602446372666,590.76,0,pos,grocery,3,388.9,0
9803602446372666,587.85,17,online,fuel,1,388.9,0
9803602446372666,353.52,20,online,fuel,2,388.9,0
9803602446372666,4.0,19,atm,grocery,5,388.9,0
9803602446372666,411.88,1,atm,grocery,4,388.9,0
9803602446372666,353.82,18,atm,grocery,2,388.9,0
9803602446372666,375.92,12,atm,electronics,5,388.9,0
9803602446372666,255.4,9,online,grocery,4,388.9,0
9803602446372666,294.74,6,online,fuel,3,388.9,0
9803602446372666,362.29,22,atm,electronics,3,388.9,0
9803602446372666,232.23,0,pos,electronics,3,388.9,0
9803602446372666,373.19,12,online,travel,2,388.9,0
9803602446372666,364.93,17,atm,fuel,5,388.9,0
9803602446372666,320.03,2,online,electronics,5,388.9,1
9803602446372666,499.86,19,pos,electronics,1,388.9,0
9803602446372666,290.55,9,online,electronics,3,388.9,0
9803602446372666,213.33,11,online,travel,1,388.9,0
9541059202659721,250.13,19,pos,fuel,6,318.08,0
9541059202659721,227.97,21,online,fuel,3,318.08,0
9541059202659721,154.52,15,online,grocery,6,318.08,0
9541059202659721,422.18,2,online,electronics,5,318.08,0
9541059202659721,20.46,11,pos,fuel,6,318.08,0
9541059202659721,467.84,6,atm,travel,5,318.08,0
9541059202659721,288.32,14,online,electronics,3,318.08,0
9541059202659721,492.75,1,online,fuel,2,318.08,0
9541059202659721,348.78,17,online,fuel,6,318.08,1
9541059202659721,111.63,20,online,grocery,3,318.08,0
9541059202659721,398.66,5,pos,electronics,6,318.08,0
9541059202659721,455.42,18,online,grocery,2,318.08,0
9541059202659721,210.09,17,pos,travel,3,318.08,0
9541059202659721,148.92,6,atm,grocery,1,318.08,0
9541059202659721,254.74,11,pos,travel,5,318.08,0
9541059202659721,336.86,16,online,grocery,1,318.08,0
9541059202659721,537.92,22,pos,grocery,1,318.08,0
9541059202659721,240.38,20,atm,travel,5,318.08,0
9541059202659721,159.25,1,online,grocery,1,318.08,0
9541059202659721,235.36,0,online,electronics,2,318.08,0
6931412545696579,1803.91,21,online,fuel,6,1547.65,0
6931412545696579,1461.96,8,online,travel,6,1547.65,1
6931412545696579,1714.05,1,atm,electronics,4,1547.65,0
6931412545696579,2705.04,5,atm,travel,5,1547.65,0
6931412545696579,252.11,15,atm,fuel,6,1547.65,0
6931412545696579,1113.89,9,atm,fuel,2,1547.65,0
6931412545696579,2055.85,6,pos,fuel,3,1547.65,0
6931412545696579,1499.36,15,pos,grocery,3,1547.65,0
6931412545696579,908.99,13,pos,fuel,3,1547.65,0
6931412545696579,2563.96,11,pos,travel,6,1547.65,0
6931412545696579,563.43,6,pos,fuel,3,1547.65,0
6931412545696579,2622.02,15,pos,grocery,2,1547.65,0
6931412545696579,951.12,13,online,fuel,4,1547.65,0
6931412545696579,1397.39,7,online,fuel,2,1547.65,0
6931412545696579,1575.44,9,pos,travel,3,1547.65,0
6931412545696579,1860.73,2,online,travel,2,1547.65,0
6931412545696579,940.55,21,pos,travel,2,1547.65,0
6931412545696579,2968.11,10,atm,electronics,1,1547.65,0
6931412545696579,1359.97,1,pos,grocery,4,1547.65,0
6931412545696579,1205.03,20,pos,grocery,5,1547.65,0
6146679067559216,3.5,22,atm,fuel,2,739.57,0
6146679067559216,965.22,14,atm,fuel,4,739.57,0
6146679067559216,355.08,15,online,travel,5,739.57,0
6146679067559216,300.73,7,online,electronics,1,739.57,0
6146679067559216,408.46,7,online,travel,6,739.57,0
6146679067559216,1118.6,18,atm,fuel,4,739.57,0
6146679067559216,950.5,8,atm,electronics,4,739.57,0
6146679067559216,479.75,7,pos,travel,1,739.57,0
6146679067559216,1286.74,8,online,fuel,4,739.57,0
6146679067559216,959.06,4,online,grocery,5,739.57,1
6146679067559216,998.13,4,pos,grocery,3,739.57,0
6146679067559216,59.84,5,atm,fuel,6,739.57,0
6146679067559216,786.03,21,pos,grocery,1,739.57,0
6146679067559216,460.69,17,online,travel,3,739.57,0
6146679067559216,881.51,15,online,fuel,5,739.57,0
6146679067559216,591.9,22,pos,grocery,5,739.57,0
6146679067559216,347.39,3,atm,travel,4,739.57,0
6146679067559216,1065.76,7,atm,fuel,2,739.57,0
6146679067559216,194.71,6,atm,electronics,6,739.57,0
6146679067559216,620.22,9,pos,travel,3,739.57,0
9010052527506373,267.64,12,atm,fuel,6,368.16,0
9010052527506373,500.04,20,atm,fuel,5,368.16,0
9010052527506373,235.56,17,online,grocery,2,368.16,0
9010052527506373,441.98,16,atm,electronics,3,368.16,0
9010052527506373,431.36,6,online,electronics,1,368.16,0
9010052527506373,401.76,6,online,travel,6,368.16,1
9010052527506373,387.56,19,atm,electronics,3,368.16,0
9010052527506373,255.39,10,online,electronics,6,368.16,0
9010052527506373,110.78,3,atm,electronics,1,368.16,0
9010052527506373,388.36,2,atm,electronics,5,368.16,0
9010052527506373,409.58,19,pos,grocery,6,368.16,0
9010052527506373,186.06,20,atm,electronics,3,368.16,0
9010052527506373,95.26,17,online,grocery,2,368.16,0
9010052527506373,561.45,15,atm,travel,3,368.16,0
9010052527506373,125.34,6,pos,electronics,3,368.16,0
9010052527506373,253.71,0,online,grocery,6,368.16,0
9010052527506373,652.18,4,pos,travel,6,368.16,0
9010052527506373,408.59,17,atm,fuel,4,368.16,0
9010052527506373,463.31,8,atm,travel,6,368.16,0
9010052527506373,338.26,2,atm,grocery,4,368.16,0
9015314922651203,926.62,1,atm,travel,3,726.99,0
9015314922651203,633.71,18,pos,grocery,3,726.99,0
9015314922651203,179.8,10,online,fuel,6,726.99,0
9015314922651203,1399.28,13,atm,travel,3,726.99,0
9015314922651203,347.42,4,atm,grocery,2,726.99,0
9015314922651203,1267.22,1,online,grocery,3,726.99,0
9015314922651203,840.94,10,pos,grocery,2,726.99,0
9015314922651203,825.41,17,pos,electronics,3,726.99,0
9015314922651203,697.59,19,pos,fuel,6,726.99,0
9015314922651203,630.15,18,online,travel,5,726.99,0
9015314922651203,401.97,22,pos,electronics,2,726.99,0
9015314922651203,255.09,18,atm,electronics,3,726.99,0
9015314922651203,449.96,8,atm,fuel,6,726.99,0
9015314922651203,735.07,5,pos,electronics,1,726.99,0
9015314922651203,133.72,7,online,fuel,2,726.99,0
9015314922651203,359.12,8,pos,travel,1,726.99,0
9015314922651203,226.56,17,atm,grocery,6,726.99,0
9015314922651203,626.18,8,atm,travel,5,726.99,0
9015314922651203,695.55,10,pos,fuel,1,726.99,0
9015314922651203,78.94,2,online,electronics,2,726.99,0
3482362396090227,1443.04,8,pos,travel,3,1097.92,0
3482362396090227,1024.32,10,pos,grocery,3,1097.92,0
3482362396090227,951.93,17,online,fuel,2,1097.92,0
3482362396090227,9.44,4,online,travel,2,1097.92,0
3482362396090227,1590.04,7,atm,travel,6,1097.92,0
3482362396090227,222.25,8,pos,fuel,1,1097.92,0
3482362396090227,1180.82,9,online,electronics,5,1097.92,0
3482362396090227,1373.14,0,pos,grocery,6,1097.92,0
3482362396090227,828.04,19,online,grocery,4,1097.92,0
3482362396090227,822.23,18,atm,fuel,2,1097.92,0
3482362396090227,190.85,18,pos,grocery,2,1097.92,0
3482362396090227,1665.81,20,online,grocery,5,1097.92,0
3482362396090227,1416.82,1,atm,fuel,2,1097.92,0
3482362396090227,1028.57,10,atm,fuel,5,1097.92,0
3482362396090227,110.63,22,online,electronics,2,1097.92,0
3482362396090227,74.02,16,atm,grocery,6,1097.92,0
3482362396090227,159.45,18,atm,travel,5,1097.92,0
3482362396090227,338.49,12,pos,fuel,5,1097.92,0
3482362396090227,1382.63,13,pos,travel,4,1097.92,0
3482362396090227,893.81,23,atm,grocery,2,1097.92,0
6241177233896402,532.82,10,pos,travel,6,928.91,0
6241177233896402,1190.18,14,atm,grocery,2,928.91,0
6241177233896402,202.05,4,online,electronics,4,928.91,0
6241177233896402,1247.18,18,atm,electronics,5,928.91,0
6241177233896402,644.4,15,online,travel,5,928.91,0
6241177233896402,738.26,21,online,grocery,6,928.91,1
6241177233896402,246.14,15,atm,travel,3,928.91,0
6241177233896402,861.08,12,atm,travel,5,928.91,0
6241177233896402,708.36,9,online,grocery,6,928.91,0
6241177233896402,694.87,15,atm,fuel,1,928.91,0
6241177233896402,461.59,17,atm,electronics,4,928.91,0
6241177233896402,1611.82,16,pos,electronics,3,928.91,0
6241177233896402,682.89,16,online,grocery,4,928.91,0
6241177233896402,354.1,22,pos,electronics,3,928.91,0
6241177233896402,766.85,10,pos,electronics,1,928.91,0
6241177233896402,773.33,14,online,grocery,3,928.91,0
6241177233896402,908.87,14,pos,travel,6,928.91,0
6241177233896402,594.88,18,pos,travel,1,928.91,0
6241177233896402,748.8,23,online,fuel,2,928.91,0
6241177233896402,1152.83,5,online,grocery,3,928.91,0
8266482418538742,800.17,16,online,fuel,2,1202.13,0
8266482418538742,667.7,16,online,travel,5,1202.13,1
8266482418538742,1492.57,19,online,electronics,6,1202.13,0
8266482418538742,1895.22,8,pos,travel,1,1202.13,0
8266482418538742,713.4,19,online,travel,6,1202.13,1
8266482418538742,1265.91,15,pos,grocery,6,1202.13,0
8266482418538742,1382.23,3,online,electronics,5,1202.13,0
8266482418538742,200.5,4,pos,electronics,4,1202.13,0
8266482418538742,1180.77,19,online,fuel,3,1202.13,0
8266482418538742,1155.47,20,online,travel,3,1202.13,0
8266482418538742,497.07,23,pos,travel,4,1202.13,0
8266482418538742,1498.74,11,atm,grocery,3,1202.13,0
8266482418538742,719.4,9,pos,travel,1,1202.13,0
8266482418538742,1346.92,14,pos,fuel,1,1202.13,0
8266482418538742,180.99,12,atm,grocery,3,1202.13,0
8266482418538742,1197.74,4,online,travel,4,1202.13,0
8266482418538742,348.28,21,pos,grocery,4,1202.13,0
8266482418538742,665.24,10,online,grocery,6,1202.13,0
8266482418538742,245.52,5,pos,travel,1,1202.13,0
8266482418538742,760.8,16,pos,fuel,2,1202.13,0
3835508373307962,664.5,19,pos,grocery,2,1333.96,0
3835508373307962,1825.13,1,pos,fuel,1,1333.96,0
3835508373307962,1480.77,2,pos,grocery,3,1333.96,0
3835508373307962,2204.21,4,online,electronics,3,1333.96,0
3835508373307962,986.69,4,atm,electronics,6,1333.96,0
3835508373307962,711.17,17,pos,grocery,3,1333.96,0
3835508373307962,1052.21,22,atm,fuel,4,1333.96,0
3835508373307962,2367.25,3,online,grocery,2,1333.96,0
3835508373307962,1679.54,6,pos,travel,2,1333.96,0
3835508373307962,1287.47,12,atm,grocery,6,1333.96,0
3835508373307962,1777.94,15,online,grocery,1,1333.96,0
3835508373307962,646.78,19,online,fuel,3,1333.96,0
3835508373307962,949.07,14,atm,fuel,1,1333.96,0
3835508373307962,711.47,10,online,travel,2,1333.96,0
3835508373307962,45.1,6,pos,fuel,6,1333.96,0
3835508373307962,823.8,18,online,fuel,1,1333.96,0
3835508373307962,1821.22,22,atm,electronics,1,1333.96,0
3835508373307962,1665.11,4,atm,electronics,2,1333.96,0
3835508373307962,2592.56,11,online,fuel,6,1333.96,0
3835508373307962,1032.4,23,online,fuel,6,1333.96,1
6700235633542829,353.53,15,pos,fuel,2,591.88,0
6700235633542829,634.98,8,atm,grocery,4,591.88,0
6700235633542829,945.73,2,atm,grocery,3,591.88,0
6700235633542829,6.73,7,pos,travel,1,591.88,0
6700235633542829,501.18,7,online,fuel,3,591.88,0
6700235633542829,622.45,21,pos,travel,2,591.88,0
6700235633542829,385.36,10,pos,travel,2,591.88,0
6700235633542829,727.08,17,pos,electronics,4,591.88,0
6700235633542829,567.14,19,online,grocery,3,591.88,0
6700235633542829,1233.38,11,pos,electronics,3,591.88,0
6700235633542829,772.08,18,atm,fuel,3,591.88,0
6700235633542829,1509.41,21,online,fuel,6,591.88,1
6700235633542829,902.9,5,online,electronics,3,591.88,0
6700235633542829,615.33,17,pos,electronics,6,591.88,0
6700235633542829,356.18,19,online,grocery,6,591.88,1
6700235633542829,468.08,18,atm,fuel,5,591.88,0
6700235633542829,591.29,8,atm,grocery,6,591.88,0
6700235633542829,485.81,10,atm,grocery,5,591.88,0
6700235633542829,298.97,10,online,grocery,6,591.88,0
6700235633542829,367.79,11,pos,grocery,6,591.88,0
5904897342080167,712.5,13,online,travel,6,385.65,0
5904897342080167,278.18,19,online,fuel,4,385.65,0
5904897342080167,220.41,9,online,grocery,2,385.65,0
5904897342080167,436.71,0,atm,electronics,1,385.65,0
5904897342080167,373.88,0,atm,grocery,4,385.65,0
5904897342080167,467.13,23,online,travel,4,385.65,0
5904897342080167,276.27,0,pos,travel,6,385.65,0
5904897342080167,350.07,17,pos,electronics,1,385.65,0
5904897342080167,352.86,17,atm,grocery,2,385.65,0
5904897342080167,198.96,1,atm,grocery,5,385.65,0
5904897342080167,898.05,16,pos,electronics,6,385.65,0
5904897342080167,507.89,10,online,electronics,5,385.65,0
5904897342080167,271.16,2,pos,travel,6,385.65,0
5904897342080167,473.53,14,atm,electronics,2,385.65,0
